Number,Priority,Requested for,Configuration item,Short description,State,Assignment group,Assigned to,Child Incidents,Updated,Updated by,Category,Resolution notes,Detailed description,Work notes,Closed by,Created by,Opened by,Reassignment count,Resolved by,Created,Resolved,Resolve time,Days Open
INC1511153,4 - Low,CSDT CSDT,ProcessNewUpdatedGeorgiaAuths,PRD Tidal Job ProcessNewUpdatedGeorgiaAuths | 20092236 | Completed Abnormally,Closed,MgdSvc-ITCS - UM Integration,Dudekula Ahmad,0,08-11-2025 04:26:48 PM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"07/29/2025 06:47:04 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

07/29/2025 06:47:04 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

07/29/2025 06:26:05 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

07/29/2025 06:26:05 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

07/29/2025 06:05:42 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

07/29/2025 06:05:42 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

",System Administrator,CSDT CSDT,CSDT CSDT,0,Dudekula Ahmad,07-29-2025 06:05:42 AM,07-30-2025 04:57:38 AM,82316,13
INC1570746,4 - Low,CSDT CSDT,ImportMemberListFromFacets,PRD Tidal Job ImportMemberListFromFacets | 20609591 | Completed Abnormally,Closed,MgdSvc-ITCS - Clinical Automation,Gaurav Singh,0,11-26-2025 04:00:24 PM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"11/12/2025 06:00:29 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

11/12/2025 06:00:29 AM - CSDT CSDT (Work notes)
Parent:\CDA\MemberWatch | Agent: DAYPRDAPP07

",,CSDT,CSDT CSDT,0,Gaurav Singh,11-12-2025 06:00:29 AM,11-14-2025 01:05:35 AM,155106,14
INC1579657,4 - Low,CSDT CSDT,CotivitiProcessAcknowledgmentFile,PRD Tidal Job CotivitiProcessAcknowledgmentFile | 20733548 | Completed Abnormally,Closed,MgdSvc-ITCS - Care Management,Shivani Fulara,0,12-12-2025 09:20:29 PM,system,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"12/02/2025 02:07:48 AM - Shivani Fulara (Work notes)
Duplicate ticket INC1580082

11/28/2025 11:31:43 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

11/28/2025 11:31:43 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

",,CSDT,CSDT CSDT,1,Shivani Fulara,11-28-2025 11:31:43 AM,12-02-2025 02:07:48 AM,311765,14
INC1496386,4 - Low,CSDT CSDT,CreateAssessmentInGuidingCare,PRD Tidal Job CreateAssessmentInGuidingCare | 19972989 | Completed Abnormally,Closed,ITCS - Care Management,Dudekula Ahmad,0,07-16-2025 06:07:47 PM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"07/02/2025 10:30:38 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

07/02/2025 01:01:11 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

07/02/2025 09:50:59 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

07/02/2025 06:40:45 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

07/02/2025 03:40:25 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

07/02/2025 12:40:09 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

07/02/2025 12:40:09 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

",System Administrator,CSDT CSDT,CSDT CSDT,1,Dudekula Ahmad,07-02-2025 12:40:09 AM,07-03-2025 08:13:51 AM,113622,14
INC1575099,4 - Low,CSDT CSDT,ProcessWorkQueueAssignment,PRD Tidal Job ProcessWorkQueueAssignment | 20685705 | Completed Abnormally,Closed,MgdSvc-ITCS - Grievance and Appeals,Divya Suma Pentamraju,0,12-12-2025 09:23:00 PM,system,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"11/19/2025 02:33:55 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

11/19/2025 02:33:55 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

",,CSDT,CSDT CSDT,0,Divya Suma Pentamraju,11-19-2025 02:33:55 PM,11-20-2025 11:16:33 AM,74558,15
INC1543323,4 - Low,CSDT CSDT,FicoMonitoring,PRD Tidal Job FicoMonitoring | 20389250 | Completed Abnormally,Closed,MgdSvc-ITCS - Clinical Systems Support,Poormitha Kalapala,0,10-09-2025 04:00:29 PM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"09/29/2025 12:35:45 AM - Poormitha Kalapala (Work notes)
Ran manually and competed the task.

09/26/2025 02:40:12 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

09/26/2025 02:40:12 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

",,CSDT,CSDT CSDT,0,Poormitha Kalapala,09-26-2025 02:40:12 AM,09-29-2025 12:35:45 AM,251733,13
INC1516573,4 - Low,CSDT CSDT,MemberCareTeamToGuidingCareResponses,PRD Tidal Job MemberCareTeamToGuidingCareResponses | 20144612 | Completed Abnormally,Closed,MgdSvc-ITCS - Care Management,Dudekula Ahmad,0,08-20-2025 04:31:17 PM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"08/08/2025 03:00:36 AM - Benjamin White (Work notes)
Work notes from INCTASK0284837:

Job is now active in Tidal PRD

08/07/2025 07:13:31 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

08/07/2025 07:13:31 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

",System Administrator,CSDT,CSDT CSDT,0,Dudekula Ahmad,08-07-2025 07:13:31 AM,08-08-2025 05:56:52 AM,81801,13
INC1539646,4 - Low,CSDT CSDT,ProcessWorkQueueAssignment,PRD Tidal Job ProcessWorkQueueAssignment | 20385254 | Completed Abnormally,Closed,MgdSvc-ITCS - Grievance and Appeals,Sairam Govindarajulu,0,10-14-2025 11:58:17 AM,tmclemo,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"09/20/2025 01:03:07 PM - Sairam Govindarajulu (Work notes)
Re-start completed normally

09/20/2025 12:58:47 PM - Kyle Burns (Work notes)
Work notes from INCTASK0289227:

rerun active

09/19/2025 09:57:56 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

09/19/2025 09:57:56 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

",Tara Brigner,CSDT,CSDT CSDT,0,Sairam Govindarajulu,09-19-2025 09:57:56 AM,09-20-2025 01:03:48 PM,97552,13
INC1485758,4 - Low,CSDT CSDT,CMDocumentToGuidingCareLinkID,PRD Tidal Job CMDocumentToGuidingCareLinkID | 19879112 | Completed Abnormally,Closed,ITCS - Care Management,Dudekula Ahmad,0,06-27-2025 09:13:10 AM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"06/16/2025 04:35:40 AM - Susan Stasik (Work notes)
Work notes from INCTASK0276248:

The job has been restarted.

06/16/2025 04:35:38 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

06/15/2025 02:00:21 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

06/15/2025 02:00:21 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

",System Administrator,CSDT CSDT,CSDT CSDT,1,Dudekula Ahmad,06-15-2025 02:00:21 AM,06-16-2025 09:37:59 AM,113858,12
INC1502053,4 - Low,CSDT CSDT,CotivitiProcessResultFile,PRD Tidal Job CotivitiProcessResultFile | 20048183 | Completed Abnormally,Closed,MgdSvc-ITCS - Grievance and Appeals,Shivani Fulara,0,07-24-2025 06:16:27 PM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"07/14/2025 08:07:01 AM - Shivani Fulara (Work notes)
due to delay in complaint notes we have been facing this issue

07/11/2025 07:31:49 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

07/11/2025 07:31:49 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

",System Administrator,CSDT,CSDT CSDT,0,Shivani Fulara,07-11-2025 07:31:49 PM,07-14-2025 08:07:01 AM,218112,13
INC1527764,4 - Low,CSDT CSDT,CMDocumentToGCErrorDescription,PRD Tidal Job CMDocumentToGCErrorDescription | 20237901 | Completed Abnormally,Closed,MgdSvc-ITCS - Care Management,Prakash Singh,0,10-14-2025 11:45:34 AM,tmclemo,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"08/28/2025 02:02:09 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

08/28/2025 02:02:09 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

",Tara Brigner,CSDT,CSDT CSDT,0,Prakash Singh,08-28-2025 02:02:09 AM,08-29-2025 02:27:04 AM,87895,14
INC1569140,4 - Low,CSDT CSDT,Medicaid & MyCare Enrollment and Marketshare,PRD Tidal Job Medicaid & MyCare Enrollment and Marketshare | 20604963 | Completed Abnormally,Closed,MgdSvc-ITCS - Clinical Automation,Gaurav Singh,0,11-21-2025 04:00:23 PM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"11/10/2025 07:06:52 AM - CSDT CSDT (Work notes)
Parent:\CareModel\BI_Reports\Marketing and Sales Collaboration | Agent: DAYPRDSISAPP02

11/10/2025 07:06:52 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

",,CSDT,CSDT CSDT,0,Gaurav Singh,11-10-2025 07:06:52 AM,11-11-2025 01:13:29 AM,65197,11
INC1560802,4 - Low,CSDT CSDT,StageManifestFiles,PRD Tidal Job StageManifestFiles | 20534837 | Completed Abnormally,Closed,MgdSvc-ITCS - Clinical Systems Support,Divya Suma Pentamraju,0,11-10-2025 02:00:20 PM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"10/27/2025 03:20:32 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

10/27/2025 03:20:32 PM - CSDT CSDT (Work notes)
Parent:\CDA\AlmaTranslations | Agent: DAYPRDAPP07

",,CSDT,CSDT CSDT,0,Divya Suma Pentamraju,10-27-2025 03:20:32 PM,10-28-2025 02:41:44 PM,84072,14
INC1575227,4 - Low,CSDT CSDT,FaxIntegration_Timeout,PRD Tidal Job FaxIntegration_Timeout | 20647967 | Externally Defined,Closed,MgdSvc-ITCS - Clinical Automation,Divya Suma Pentamraju,0,12-12-2025 09:21:48 PM,system,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"11/19/2025 08:44:06 PM - Douglas Kuntz (Work notes)
Work notes from INCTASK0295551:

Job has run and completed normally.

11/19/2025 05:44:14 PM - CSDT CSDT (Work notes)
Parent:\FaxIntegration | Agent: DAYPRDCISAPP13

11/19/2025 05:44:14 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

",,CSDT,CSDT CSDT,0,Divya Suma Pentamraju,11-19-2025 05:44:14 PM,11-19-2025 09:03:43 PM,11969,14
INC1493831,4 - Low,CSDT CSDT,NotesToGuidingCareLinkID,PRD Tidal Job NotesToGuidingCareLinkID | 19978570 | Completed Abnormally,Closed,MgdSvc-ITCS - Care Management,Dudekula Ahmad,0,07-14-2025 09:11:56 AM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"06/27/2025 10:30:10 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

06/27/2025 10:30:10 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

",System Administrator,CSDT,CSDT CSDT,0,Dudekula Ahmad,06-27-2025 10:30:10 PM,06-30-2025 09:32:40 AM,212550,17
INC1498551,4 - Low,CSDT CSDT,ProcessTocCases,PRD Tidal Job ProcessTocCases | 19984546 | Completed Abnormally,Closed,MgdSvc-ITCS - UM Integration,Harikrishna Chalamala,0,10-14-2025 11:52:40 AM,tmclemo,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"07/06/2025 07:11:37 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

07/06/2025 07:11:37 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

",System Administrator,CSDT,CSDT CSDT,0,Harikrishna Chalamala,07-06-2025 07:11:37 AM,07-07-2025 02:13:41 AM,68524,11
INC1507654,4 - Low,CSDT CSDT,CreateDocumentsInGuidingCare,PRD Tidal Job CreateDocumentsInGuidingCare | 20099348 | Completed Abnormally,Closed,ITCS - Care Management,Dudekula Ahmad,0,08-04-2025 05:04:08 PM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"07/23/2025 05:35:58 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

07/23/2025 05:25:38 AM - Benjamin White (Work notes)
Work notes from INCTASK0282639:

Job is now active in Tidal PRD

07/22/2025 02:35:37 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

07/22/2025 02:35:37 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

",System Administrator,CSDT CSDT,CSDT CSDT,1,Dudekula Ahmad,07-22-2025 02:35:37 PM,07-23-2025 08:01:44 AM,62767,13
INC1511120,4 - Low,CSDT CSDT,CreateAssessmentInGuidingCare,PRD Tidal Job CreateAssessmentInGuidingCare | 20092185 | Completed Abnormally,Closed,ITCS - Care Management,Bhuvaneshwaran Saravanan,0,08-11-2025 04:27:59 PM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"07/30/2025 07:20:42 AM - Bhuvaneshwaran Saravanan (Work notes)
The issue with the database 'CareSourceClinical' being full due to an 'ACTIVE_TRANSACTION' has been resolved after space was freed up. As a result, the Tidal job completed successfully later that day. So, closing this ticket

07/29/2025 06:40:36 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

07/29/2025 03:40:18 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

07/29/2025 03:40:18 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

",System Administrator,CSDT CSDT,CSDT CSDT,1,Bhuvaneshwaran Saravanan,07-29-2025 03:40:18 AM,07-30-2025 07:20:42 AM,99624,13
INC1490265,4 - Low,CSDT CSDT,ProcessTocCases,PRD Tidal Job ProcessTocCases | 19921069 | Completed Abnormally,Closed,MgdSvc-ITCS - UM Integration,Harikrishna Chalamala,0,07-07-2025 09:03:23 AM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"06/23/2025 07:11:02 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

06/23/2025 07:11:02 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

",System Administrator,CSDT,CSDT CSDT,0,Harikrishna Chalamala,06-23-2025 07:11:02 AM,06-23-2025 09:06:50 AM,6948,14
INC1580294,3 - Moderate,CSDT CSDT,GCPurgeUMMessageLogData,PRD Tidal Job GCPurgeUMMessageLogData | 20709005 | Completed Abnormally,Closed,MgdSvc-ITCS - UM Integration,Divya Suma Pentamraju,0,12-15-2025 04:00:22 PM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"12/01/2025 07:12:21 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

12/01/2025 07:12:21 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

",,CSDT,CSDT CSDT,0,Divya Suma Pentamraju,12-01-2025 07:12:21 AM,12-02-2025 06:57:29 PM,128708,14
INC1555017,4 - Low,CSDT CSDT,GCActivityHRAORWelcomeLetters,PRD Tidal Job GCActivityHRAORWelcomeLetters | 20482490 | Completed Abnormally,Closed,MgdSvc-ITCS - Care Management,Gaurav Singh,0,11-04-2025 04:00:22 PM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"10/17/2025 03:30:45 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

10/17/2025 03:30:45 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

",,CSDT,CSDT CSDT,0,Gaurav Singh,10-17-2025 03:30:45 AM,10-23-2025 07:07:12 AM,531387,18
INC1525699,4 - Low,CSDT CSDT,CMDocumentToGCErrorDescription,PRD Tidal Job CMDocumentToGCErrorDescription | 20222873 | Completed Abnormally,Closed,MgdSvc-ITCS - Care Management,Prakash Singh,0,10-14-2025 11:45:33 AM,tmclemo,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"08/25/2025 02:00:24 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

08/25/2025 02:00:24 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

",System Administrator,CSDT,CSDT CSDT,0,Prakash Singh,08-25-2025 02:00:24 AM,08-25-2025 10:58:13 AM,32269,14
INC1525698,4 - Low,CSDT CSDT,CMDocumentToGuidingCareLinkID,PRD Tidal Job CMDocumentToGuidingCareLinkID | 20222874 | Completed Abnormally,Closed,MgdSvc-ITCS - Care Management,Bhuvaneshwaran Saravanan,0,09-08-2025 10:04:56 AM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"08/25/2025 09:45:20 AM - John Etchison (Work notes)
Work notes from INCTASK0286804:

Reran

08/25/2025 02:00:24 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

08/25/2025 02:00:24 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

",System Administrator,CSDT,CSDT CSDT,0,Bhuvaneshwaran Saravanan,08-25-2025 02:00:24 AM,08-25-2025 09:54:12 AM,28428,14
INC1538844,4 - Low,CSDT CSDT,ProcessWorkQueueAssignment,PRD Tidal Job ProcessWorkQueueAssignment | 20378022 | Completed Abnormally,Closed,MgdSvc-ITCS - Grievance and Appeals,Sairam Govindarajulu,0,10-14-2025 11:58:16 AM,tmclemo,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"09/18/2025 09:34:23 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

09/18/2025 09:34:23 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

",Tara Brigner,CSDT,CSDT CSDT,0,Sairam Govindarajulu,09-18-2025 09:34:23 AM,09-18-2025 03:40:58 PM,21995,13
INC1540108,4 - Low,CSDT CSDT,PAFaxMonitoringAlert,PRD Tidal Job PAFaxMonitoringAlert | 20378779 | Completed Abnormally,Closed,MgdSvc-ITCS - Clinical Systems Support,Bhuvaneshwaran Saravanan,0,10-06-2025 04:00:19 PM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"09/20/2025 01:20:10 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

09/20/2025 01:20:10 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

",,CSDT,CSDT CSDT,0,Bhuvaneshwaran Saravanan,09-20-2025 01:20:10 AM,09-24-2025 12:45:58 AM,343548,16
INC1488351,4 - Low,CSDT CSDT,GCActivityHRAORWelcomeLetters,PRD Tidal Job GCActivityHRAORWelcomeLetters | 19897399 | Completed Abnormally,Closed,MgdSvc-ITCS - Care Management,Dudekula Ahmad,0,07-02-2025 04:42:25 PM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"06/19/2025 03:30:36 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

06/19/2025 03:30:36 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

",System Administrator,CSDT,CSDT CSDT,0,Dudekula Ahmad,06-19-2025 03:30:36 AM,06-20-2025 07:10:09 AM,99573,13
INC1525519,4 - Low,CSDT CSDT,ProcessTocCases,PRD Tidal Job ProcessTocCases | 20222940 | Completed Abnormally,Closed,MgdSvc-ITCS - UM Integration,Jagan Mohan,0,10-14-2025 11:52:49 AM,tmclemo,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"08/24/2025 09:20:43 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

08/24/2025 09:20:43 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

",System Administrator,CSDT,CSDT CSDT,0,Jagan Mohan,08-24-2025 09:20:43 AM,08-26-2025 03:13:25 AM,150762,15
INC1531830,4 - Low,CSDT CSDT,GCActivityHRAORWelcomeLetters,PRD Tidal Job GCActivityHRAORWelcomeLetters | 20311774 | Completed Abnormally,Closed,MgdSvc-ITCS - Care Management,Srikanth Kammadanam,0,10-03-2025 04:00:18 PM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"09/22/2025 06:18:07 PM - Srikanth Kammadanam (Work notes)
This is a daily job and this job ran successfully yesterday and completed normally.

09/05/2025 03:30:51 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

09/05/2025 03:30:51 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

",,CSDT,CSDT CSDT,0,Srikanth Kammadanam,09-05-2025 03:30:51 AM,09-22-2025 06:18:07 PM,1522036,28
INC1576062,4 - Low,CSDT CSDT,ProcessGrievanceAppealEPSDTeventClosures,PRD Tidal Job ProcessGrievanceAppealEPSDTeventClosures | 20654713 | Completed Abnormally,Closed,MgdSvc-ITCS - Grievance and Appeals,Shivani Fulara,0,12-12-2025 09:22:49 PM,system,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"11/21/2025 01:29:24 AM - Shivani Fulara (Work notes)
Execution Timeout Expired.  The timeout period elapsed prior to completion of the operation or the server is not responding.

11/21/2025 12:00:44 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

11/21/2025 12:00:44 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

",,CSDT,CSDT CSDT,0,Shivani Fulara,11-21-2025 12:00:44 AM,11-21-2025 01:29:24 AM,5320,13
INC1588613,4 - Low,CSDT CSDT,CotivitiProcessAcknowledgmentFile,PRD Tidal Job CotivitiProcessAcknowledgmentFile | 20807112 | Completed Abnormally,Resolved,MgdSvc-ITCS - Grievance and Appeals,Shivani Fulara,0,12-15-2025 02:13:39 AM,cs216137,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"12/15/2025 02:13:39 AM - Shivani Fulara (Work notes)
Duplicate Ticket INC1588804

12/12/2025 06:02:35 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

12/12/2025 06:02:35 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

",,CSDT,CSDT CSDT,0,Shivani Fulara,12-12-2025 06:02:35 PM,12-15-2025 02:13:39 AM,202264,10
INC1590671,4 - Low,CSDT CSDT,ProcessNewUpdatedGeorgiaAuths,PRD Tidal Job ProcessNewUpdatedGeorgiaAuths | 20786292 | Completed Abnormally,Resolved,ITCS - UM Integration,Sairam Govindarajulu,0,12-17-2025 10:16:27 AM,cs217792,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"12/16/2025 05:23:45 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

12/16/2025 01:08:16 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

12/16/2025 01:08:16 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

",,CSDT CSDT,CSDT CSDT,1,Sairam Govindarajulu,12-16-2025 01:08:16 PM,12-17-2025 10:16:27 AM,76091,6
INC1482345,4 - Low,CSDT CSDT,LetterDispositionVerification,PRD Tidal Job LetterDispositionVerification | 19849715 | Completed Abnormally,Closed,MgdSvc-ITCS - Clinical Automation,Dudekula Ahmad,0,06-20-2025 04:47:09 PM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"06/10/2025 05:11:19 AM - Daniel Hill (Work notes)
Work notes from INCTASK0275580:

LetterDispositionVerification active now

06/09/2025 06:30:07 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

06/09/2025 06:30:07 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

",System Administrator,CSDT,CSDT CSDT,0,Dudekula Ahmad,06-09-2025 06:30:07 AM,06-10-2025 06:37:01 AM,86814,11
INC1517206,4 - Low,CSDT CSDT,CMDocumentToGCErrorDescription,PRD Tidal Job CMDocumentToGCErrorDescription | 20142173 | Completed Abnormally,Closed,MgdSvc-ITCS - Care Management,Dudekula Ahmad,0,10-14-2025 11:45:30 AM,tmclemo,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"08/08/2025 03:24:08 AM - Benjamin White (Work notes)
Work notes from INCTASK0284840:

Job is now active in Tidal PRD

08/08/2025 02:02:27 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

08/08/2025 02:02:27 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

",System Administrator,CSDT,CSDT CSDT,0,Dudekula Ahmad,08-08-2025 02:02:27 AM,08-08-2025 05:55:29 AM,13982,12
INC1495417,4 - Low,CSDT CSDT,01_CreateDeltaFile,**RUNNING LONG** 01_CreateDeltaFile | Job ID 19953879 | in Tidal PRD,Closed,MgdSvc-ITCS - Care Management,Dudekula Ahmad,0,07-15-2025 04:44:09 PM,ldao,Incident,,"01_CreateDeltaFile has an average run time of 64 minutes but has now been active for 108 minutes.  If action needs to be taken, create an INCTASK off of this incident for CS-IT-Operations.","07/01/2025 06:05:55 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

07/01/2025 06:05:55 AM - CSDT CSDT (Work notes)
Parent:\CTS\LVM Facets Eligibility Load | Actual Duration: 108

",System Administrator,CSDT,CSDT CSDT,0,Dudekula Ahmad,07-01-2025 06:05:55 AM,07-02-2025 06:55:54 AM,89399,14
